Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Mikal Bridges,28,NYK,SF,62,62,2344,6.8,13.9,0.488,2.1,5.9,0.35,4.7,8,0.59,0.562,0.7,1,0.727,0.8,2.2,3,3.2,0.9,0.5,1.4,1.4,16.4,NA
2,Josh Hart,29,NYK,SG,59,59,2230,5.3,9.7,0.547,1,3.1,0.328,4.3,6.6,0.648,0.599,2.2,2.8,0.797,2.1,7.1,9.2,5.3,1.4,0.4,2,2.5,13.8,NA
3,Anthony Edwards,23,MIN,SG,61,61,2227,8.9,20.3,0.439,4.1,10,0.406,4.8,10.3,0.471,0.539,5.2,6.2,0.837,0.8,5.1,5.8,4.5,1.1,0.6,3.3,1.9,27.1,NA
4,Jalen Brunson,28,NYK,PG,61,61,2162,9.3,18.9,0.49,2.3,6.1,0.384,7,12.9,0.541,0.552,5.8,7.1,0.825,0.4,2.6,3,7.5,1,0.1,2.5,2.2,26.7,NA
5,Jayson Tatum,26,BOS,PF,59,59,2147,9.1,20,0.455,3.5,10,0.354,5.6,10,0.557,0.544,4.9,6.1,0.803,0.7,8,8.7,5.7,1.1,0.5,2.9,2.2,26.6,NA
6,Trae Young,26,ATL,PG,59,59,2138,7.2,18,0.403,2.8,8.5,0.327,4.5,9.5,0.472,0.48,6.2,7.2,0.866,0.4,2.6,3,11.5,1.1,0.2,4.7,2,23.5,NA
7,De'Aaron Fox,27,2TM,PG,58,58,2106,8.7,18.7,0.463,1.9,6.1,0.31,6.8,12.6,0.537,0.513,4.3,5.2,0.825,0.9,3.9,4.8,6.2,1.5,0.4,2.8,2.6,23.5,NA
7,De'Aaron Fox,27,SAC,PG,45,45,1663,9,19.1,0.469,2,6.2,0.322,7,12.9,0.539,0.521,4.4,5.3,0.829,1,3.9,4.9,6,1.4,0.4,2.9,2.6,24.3,NA
7,De'Aaron Fox,27,SAS,PG,13,13,443,7.6,17.3,0.437,1.5,5.9,0.264,6,11.5,0.525,0.481,3.7,4.6,0.807,0.6,3.8,4.4,7,1.9,0.4,2.6,2.8,20.4,NA
8,Jalen Green,22,HOU,SG,63,63,2095,8.1,19.1,0.427,3.2,8.9,0.356,5,10.2,0.488,0.509,3.5,4.3,0.827,0.6,4.1,4.7,3.5,0.9,0.3,2.8,1.8,23,NA
9,Devin Booker,28,PHO,SG,56,56,2089,8.3,18.1,0.456,2.6,7.4,0.346,5.7,10.7,0.532,0.527,5.9,6.6,0.89,0.9,2.9,3.8,6.6,1,0.2,2.7,2.6,25,NA
10,Shai Gilgeous-Alexander,26,OKC,PG,61,61,2087,11.9,22.6,0.526,2.3,6,0.378,9.6,16.6,0.58,0.576,8.5,9.4,0.898,0.9,4.4,5.4,6.5,1.9,1.1,2.7,2.4,34.5,NA
11,Jaden McDaniels,24,MIN,PF,64,64,2083,5.4,11.4,0.476,1.4,4.4,0.329,4,7.1,0.566,0.539,1.6,1.9,0.833,1.8,4.7,6.6,2.2,1.6,1,1.3,3.2,13.8,NA
12,Tyler Herro,25,MIA,SG,58,58,2064,8.4,18.3,0.459,3.6,9.8,0.371,4.8,8.5,0.559,0.558,3.8,4.4,0.865,0.4,5,5.4,5.8,0.8,0.2,2.7,1.3,24.2,NA
13,James Harden,35,LAC,PG,59,59,2051,6.7,17,0.392,3,8.9,0.339,3.6,8.1,0.451,0.481,6.5,7.4,0.875,0.7,5.3,6,8.9,1.6,0.6,4.7,2.2,22.8,NA
14,OG Anunoby,27,NYK,PF,56,56,2050,6.1,12.8,0.475,2.2,5.9,0.366,3.9,6.9,0.568,0.559,1.9,2.5,0.793,1.3,3.3,4.6,2,1.3,0.9,1.3,2.2,16.2,NA
15,Cade Cunningham,23,DET,PG,58,58,2044,9.7,21.1,0.461,2.3,6.4,0.357,7.4,14.7,0.506,0.515,4.4,5.1,0.855,0.8,5.5,6.3,9.6,1.1,0.8,4.5,2.8,26,NA
16,Christian Braun,23,DEN,SG,61,59,2035,6.4,11.2,0.571,1.1,2.9,0.367,5.3,8.2,0.643,0.619,2.5,3,0.834,1.4,4.2,5.5,2.5,1.2,0.6,1,2.4,16.3,NA
17,Kelly Oubre Jr.,29,PHI,SF,58,55,2033,6,12.8,0.471,1.3,4.2,0.298,4.8,8.6,0.556,0.52,2.4,3.2,0.76,1.7,4.7,6.4,1.9,1.6,0.5,1.4,3.1,15.7,NA
18,Nikola Jokić,29,DEN,C,56,56,2022,10.9,19,0.576,1.9,4.4,0.439,9,14.6,0.618,0.627,4.9,6,0.819,2.9,9.8,12.7,10.3,1.8,0.6,3.3,2.2,28.7,NA
19,Bam Adebayo,27,MIA,C,59,59,2021,7.1,14.6,0.489,0.9,2.7,0.312,6.3,11.8,0.53,0.518,3.3,4.4,0.748,2.7,7.8,10.5,4.6,1.3,0.7,2.3,2.3,18.4,NA
20,Derrick White,30,BOS,SG,60,60,2019,6.1,13.6,0.447,3.8,9.6,0.393,2.3,3.9,0.579,0.586,1.9,2.2,0.849,0.9,3.6,4.5,4.5,1,1.1,1.7,1.9,17.8,NA
21,Pascal Siakam,30,IND,PF,61,61,2010,8.7,16.6,0.524,1.9,4.7,0.406,6.8,11.9,0.57,0.581,3.4,4.5,0.748,1.9,6,7.9,3.6,1,0.5,1.5,2.8,22.7,NA
22,DeMar DeRozan,35,SAC,SF,56,56,2010,8.2,16.8,0.487,1.1,3,0.361,7.1,13.7,0.515,0.52,4.8,5.5,0.873,0.6,3.3,3.9,3.9,1,0.4,1.4,1.9,22.2,NA
23,Tyrese Haliburton,24,IND,PG,59,59,2007,6.9,14.7,0.468,3.2,8.3,0.39,3.6,6.4,0.569,0.578,2.7,3.1,0.861,0.6,3.1,3.7,9.4,1.5,0.7,1.8,1.4,19.6,NA
24,Keegan Murray,24,SAC,PF,58,58,1999,4.9,11.1,0.443,2,5.9,0.334,3,5.2,0.566,0.532,0.9,1.1,0.825,2.1,5,7.1,1.5,0.8,0.9,0.9,2.6,12.8,NA
25,Toumani Camara,24,POR,PF,61,61,1990,4.4,9.5,0.461,1.7,4.6,0.372,2.7,5,0.544,0.55,1.4,1.8,0.765,2.6,4,6.5,2.3,1.6,0.7,1.6,3.4,11.8,NA
26,LeBron James,40,LAL,SF,57,57,1989,9.8,19,0.518,2.4,6.1,0.391,7.5,12.9,0.579,0.581,3.8,4.8,0.779,1,7.3,8.4,8.8,0.9,0.6,4.1,1.5,25.8,NA
27,Jamal Murray,27,DEN,PG,55,55,1985,7.9,16.6,0.475,2.4,5.9,0.401,5.5,10.7,0.516,0.546,3.2,3.6,0.876,0.6,3.2,3.8,6,1.4,0.5,2.2,1.9,21.4,NA
28,Domantas Sabonis,28,SAC,C,56,56,1974,7.8,13.2,0.596,1,2.4,0.432,6.8,10.8,0.632,0.635,3.2,4.3,0.747,4,10.4,14.4,6.3,0.6,0.4,3,3.5,20,NA
29,Michael Porter Jr.,26,DEN,SF,59,59,1972,7.5,14.8,0.507,2.8,6.8,0.405,4.7,8,0.594,0.6,2,2.7,0.75,2,5.4,7.4,2.3,0.7,0.5,1.4,2,19.8,NA
30,Dyson Daniels,21,ATL,SG,58,58,1971,6.2,12.9,0.482,1.2,3.3,0.344,5.1,9.6,0.53,0.527,1.2,2,0.589,1.7,4.2,5.9,4.3,3.2,0.8,2,2.7,14.8,NA
31,Tyrese Maxey,24,PHI,PG,52,52,1960,8.8,20,0.437,3,8.8,0.337,5.8,11.3,0.515,0.511,4.7,5.3,0.879,0.3,2.9,3.2,5.8,1.7,0.4,2.3,2.1,25.1,NA
32,Jalen Williams,23,OKC,SG,59,59,1936,8.9,18.7,0.478,2,5.6,0.36,6.9,13.1,0.528,0.531,3.5,4.5,0.788,0.9,5.1,6,5.7,1.8,0.8,2.5,2.7,23.4,NA
33,Karl-Anthony Towns,29,NYK,C,55,55,1936,8.9,17,0.526,2.1,4.9,0.419,6.9,12.1,0.569,0.586,4.8,5.8,0.833,3.1,10.6,13.7,3.2,1,0.8,2.6,3.6,24.8,NA
34,Ivica Zubac,27,LAC,C,60,60,1934,7.9,12.7,0.621,0,0,NA,7.9,12.7,0.621,0.621,2,3.1,0.643,4.2,9.8,13.9,2.8,0.9,1.3,1.8,2.4,17.7,NA
35,Anfernee Simons,25,POR,SG,59,59,1926,7.5,17.4,0.429,3.4,9.1,0.37,4.1,8.3,0.493,0.526,2.8,3.1,0.904,0.4,2.7,3,5.5,0.9,0.1,2.3,1.9,21.1,NA
36,Amen Thompson,22,HOU,SF,59,32,1919,6.1,11,0.551,0.4,1.4,0.26,5.7,9.6,0.595,0.568,2.9,4.2,0.695,3,6.2,9.2,3.9,1.5,1.4,2.3,2.6,15.5,NA
37,Brook Lopez,36,MIL,C,60,60,1905,5.3,11,0.479,2,5.7,0.361,3.2,5.4,0.602,0.571,1.6,1.9,0.838,1.5,4.2,5.7,2,0.8,2.2,1.1,2.4,14.2,NA
38,Bilal Coulibaly,20,WAS,SF,57,57,1904,4.8,11.5,0.419,1.2,4.2,0.279,3.6,7.3,0.5,0.47,2.5,3.4,0.747,1.6,3.8,5.3,3.7,1.4,0.8,2.3,2.6,13.3,NA
39,Dillon Brooks,29,HOU,SF,59,59,1900,5.4,13.1,0.415,2.7,6.9,0.387,2.8,6.3,0.445,0.516,1.6,1.9,0.82,1.3,3.1,4.4,1.8,0.9,0.2,1.1,3.8,15.1,NA
40,Tobias Harris,32,DET,PF,59,59,1887,6,12.6,0.473,1.4,4.2,0.338,4.6,8.5,0.54,0.529,2.2,2.5,0.878,1,5.6,6.7,2.5,1,0.9,1.3,2.1,15.5,NA
41,Zach LaVine,29,2TM,SF,54,54,1865,8.9,17.5,0.508,3.3,7.6,0.436,5.6,9.9,0.563,0.603,3.6,4.4,0.814,0.3,4.5,4.8,4.6,1,0.2,3,1.5,24.6,NA
41,Zach LaVine,29,CHI,SF,42,42,1432,9.1,17.8,0.511,3.4,7.7,0.446,5.7,10.2,0.56,0.607,3.6,4.6,0.797,0.3,4.8,5.1,4.8,1,0.3,3,1.6,25.3,NA
41,Zach LaVine,29,SAC,SG,12,12,433,8.1,16.2,0.497,2.9,7.2,0.402,5.2,9,0.574,0.587,3.2,3.7,0.886,0.2,3.7,3.9,4.2,1,0.1,2.7,1.2,22.3,NA
42,Austin Reaves,26,LAL,SG,54,54,1851,6.3,14.3,0.442,2.6,7.4,0.358,3.7,6.9,0.531,0.534,4.5,5.2,0.866,0.9,3.6,4.5,6.2,1.2,0.3,2.5,2.1,19.8,NA
43,Alperen Şengün,22,HOU,C,59,59,1848,8.7,17.6,0.496,0.4,1.5,0.228,8.4,16,0.522,0.506,4.4,6.4,0.686,3.8,8.2,12,5.6,1.3,0.9,2.9,3.3,22.1,NA
44,Damian Lillard,34,MIL,PG,51,51,1847,7.8,17.2,0.453,3.5,9.1,0.38,4.3,8.1,0.535,0.554,6.3,6.8,0.923,0.5,4.1,4.6,7.2,1.2,0.2,2.9,1.7,25.4,NA
45,Kentavious Caldwell-Pope,31,ORL,SG,61,61,1844,3.7,8.7,0.425,1.6,5.2,0.311,2.1,3.5,0.594,0.518,1.3,1.6,0.863,0.4,2,2.5,2.1,1.6,0.5,1,2.4,10.4,NA
46,Coby White,24,CHI,SG,56,55,1841,7,16.2,0.435,3.3,9.1,0.367,3.7,7,0.522,0.538,3.3,3.7,0.898,0.4,3.4,3.7,4.9,1.1,0.2,2.5,2.4,20.7,NA
47,Rudy Gobert,32,MIN,C,55,55,1831,4.6,7.1,0.653,0,0,NA,4.6,7.1,0.653,0.653,2.6,3.9,0.68,3.8,7.5,11.3,2,0.7,1.7,1.5,2.6,11.9,NA
48,Jaylen Brown,28,BOS,SF,52,52,1831,8.7,19,0.461,1.9,6,0.322,6.8,12.9,0.526,0.512,4.1,5.5,0.756,1.5,4.7,6.2,4.9,1.2,0.3,2.8,2.6,23.6,NA
49,Donovan Mitchell,28,CLE,SG,58,58,1809,9.8,21.5,0.456,4.1,10.5,0.392,5.7,11,0.517,0.552,4.4,5.3,0.828,0.9,4.2,5,5.5,1.6,0.2,2.3,2.3,28.1,NA
50,Kevin Durant,36,PHO,PF,49,49,1805,9.5,18.1,0.527,2.4,6,0.398,7.2,12.1,0.59,0.593,4.8,5.8,0.825,0.4,5.5,5.9,4.1,0.9,1.3,2.9,1.7,26.2,NA
51,Kyrie Irving,32,DAL,SG,50,50,1804,8.9,18.9,0.473,2.9,7.2,0.401,6,11.7,0.517,0.549,3.9,4.3,0.916,1.2,3.6,4.8,4.6,1.3,0.5,2.2,2,24.6,NA
52,Bub Carrington,19,WAS,PG,61,42,1799,4.1,10.2,0.404,2,5.7,0.346,2.1,4.5,0.478,0.501,1,1.2,0.833,0.5,4.4,4.9,4.9,0.9,0.3,1.9,2.8,11.2,NA
53,Nikola Vučević,34,CHI,C,56,56,1799,8.7,16.4,0.533,2,5.1,0.387,6.8,11.3,0.599,0.593,2,2.4,0.817,2.6,8.9,11.5,3.8,1,0.7,1.9,2.7,21.4,NA
54,Jarrett Allen,26,CLE,C,62,62,1765,7,9.9,0.707,0,0.1,0,7,9.8,0.712,0.707,3,4,0.746,3.4,9.6,13,2.5,1.1,1.2,1.5,1.9,17,NA
55,Naz Reid,25,MIN,C,63,16,1761,7.1,15.3,0.464,2.9,7.6,0.389,4.1,7.7,0.537,0.56,2,2.6,0.792,1.5,6.4,7.9,2.8,1,1.2,1.7,3.1,19.1,NA
56,Darius Garland,25,CLE,PG,58,58,1758,8.9,18.6,0.481,3.5,8.4,0.419,5.4,10.2,0.532,0.575,3.6,4.1,0.87,0.7,2.3,3,8,1.4,0.2,2.9,2.4,25,NA
57,Payton Pritchard,27,BOS,PG,62,0,1747,6.5,13.5,0.479,4.3,10.1,0.424,2.2,3.5,0.637,0.636,1.2,1.4,0.857,1.7,3.2,4.9,4.5,1.1,0.2,1.2,2,18.4,NA
58,Tyus Jones,28,PHO,PG,61,56,1747,4.8,10.8,0.446,2.5,6.2,0.407,2.3,4.6,0.498,0.562,0.9,1.1,0.885,0.6,2.4,3.1,7.3,1.1,0.1,1.7,1.1,13.1,NA
59,Stephen Curry,36,GSW,PG,54,54,1736,9.1,20.2,0.451,5,12.5,0.401,4.1,7.6,0.533,0.575,4.1,4.4,0.93,0.6,4.4,5,7,1.2,0.5,3.2,1.5,27.3,NA
60,Malik Beasley,28,DET,SG,63,14,1734,7.6,17.1,0.441,5.2,12.4,0.421,2.3,4.8,0.493,0.593,1.4,2.1,0.663,0.7,2.9,3.6,2.2,1.2,0.1,1.3,2,21.7,NA
61,Jaren Jackson Jr.,25,MEM,C,59,59,1732,10,20.2,0.497,2.3,6.3,0.365,7.7,13.9,0.558,0.555,5.5,7.1,0.772,1.6,5.5,7.2,2.6,1.5,2,2.6,4.1,27.9,NA
62,Chris Paul,39,SAS,PG,60,60,1722,3.7,9,0.415,2.2,5.9,0.367,1.6,3.1,0.507,0.536,1.6,1.7,0.938,0.6,4.1,4.7,10,1.7,0.3,1.9,2.3,11.2,NA
63,Josh Giddey,22,CHI,PG,58,58,1717,6,13.1,0.454,1.8,4.8,0.368,4.2,8.3,0.504,0.522,2.5,3.2,0.781,2.2,7.1,9.2,8.1,1.3,0.8,3.3,2.1,16.2,NA
64,Bennedict Mathurin,22,IND,SF,55,44,1695,6.6,14,0.475,1.6,4.7,0.345,5,9.3,0.541,0.533,4,4.8,0.827,1.4,5,6.4,2.2,0.7,0.5,2.2,2.7,18.9,NA
65,Malik Monk,26,SAC,SG,52,39,1688,7.2,16.4,0.441,2.4,7.5,0.324,4.8,8.9,0.541,0.516,2.7,3,0.88,0.5,3.8,4.2,6.5,1.1,0.7,2.6,2.9,19.6,NA
66,Deni Avdija,24,POR,SF,59,41,1686,6.1,13.3,0.461,1.8,5.3,0.332,4.4,8,0.547,0.527,4.6,6,0.767,1.6,6.5,8,4.5,1.2,0.6,3.1,3,18.6,NA
67,Trey Murphy III,24,NOP,SF,47,45,1678,7.4,16.3,0.456,3.2,8.6,0.367,4.2,7.6,0.556,0.553,4,4.5,0.89,0.9,4.3,5.2,3.8,1.2,0.8,1.9,2.2,22,NA
68,Luguentz Dort,25,OKC,SF,58,58,1677,4.3,10.2,0.422,2.7,7,0.391,1.6,3.2,0.49,0.556,0.7,0.9,0.786,1.7,3.4,5.1,2.1,1.4,0.7,0.8,3.8,12,NA
69,Tim Hardaway Jr.,32,DET,SG,59,59,1667,4.4,10.8,0.406,2.6,7.3,0.361,1.7,3.5,0.5,0.528,1.9,2.3,0.841,0.3,2.7,3,2.1,0.6,0.1,0.9,1.6,13.3,NA
70,Myles Turner,28,IND,C,54,54,1665,6.4,13.4,0.478,2.6,6.4,0.408,3.8,7,0.542,0.575,2.8,3.6,0.771,1.3,6.3,7.6,1.9,1,2.2,2.1,3.2,18.2,NA
71,Shaedon Sharpe,21,POR,SG,55,35,1663,7.9,17.4,0.452,2.4,7.4,0.323,5.5,10.1,0.546,0.52,2.9,3.6,0.796,1,3.8,4.7,3.1,0.9,0.3,2.2,2,21,NA
72,Julius Randle,30,MIN,PF,51,51,1662,7.3,15.5,0.472,1.6,5.1,0.318,5.7,10.4,0.548,0.525,4.7,5.7,0.819,2.4,5.6,8,5,0.8,0.2,3.1,2.8,20.9,NA
73,Giannis Antetokounmpo,30,MIL,PF,49,49,1661,13,21.5,0.605,0.2,0.9,0.19,12.8,20.5,0.623,0.609,6.5,11,0.596,2.4,10.5,12.9,6.3,0.8,1.3,3.5,2.7,32.7,NA
74,Evan Mobley,23,CLE,PF,55,55,1657,8.6,15.1,0.569,1.3,3.4,0.367,7.3,11.6,0.628,0.61,3.8,5.2,0.741,2.8,8.4,11.2,3.6,1,1.9,2.4,2.5,22.2,NA
75,Scottie Barnes,23,TOR,PF,48,48,1654,7.8,17.4,0.45,1.3,5,0.268,6.5,12.4,0.523,0.488,3.7,4.7,0.779,1.7,6.5,8.1,6.4,1.5,1.1,3,2.1,20.6,NA
76,Harrison Barnes,32,SAS,PF,60,60,1644,5.1,10.5,0.489,2.2,5.3,0.417,2.9,5.2,0.561,0.593,2.5,3.2,0.795,1.7,3.4,5.2,2.3,0.4,0.2,0.7,1.2,15,NA
77,Nickeil Alexander-Walker,26,MIN,SG,64,10,1634,4.7,10.6,0.444,2.5,6.4,0.397,2.2,4.2,0.516,0.564,1.3,1.7,0.76,0.8,3.5,4.4,3.6,0.9,0.5,1.7,2.5,13.2,NA
78,RJ Barrett,24,TOR,SF,49,49,1632,8.8,18.4,0.476,2,5.7,0.357,6.8,12.7,0.529,0.531,3.9,6,0.648,1,5.9,6.9,6.1,0.9,0.3,3.2,2.7,23.4,NA
79,Fred VanVleet,30,HOU,PG,46,46,1631,5,13.1,0.383,2.7,7.9,0.34,2.4,5.3,0.448,0.485,1.9,2.3,0.824,0.7,3.3,4,5.9,1.7,0.4,1.6,2.5,14.6,NA
80,Jalen Wilson,24,BRK,PF,61,15,1623,4.2,10.6,0.395,1.9,6,0.316,2.3,4.6,0.498,0.484,2.4,2.8,0.835,1.4,3.2,4.6,2.5,0.7,0.1,1.5,2.9,12.6,NA
81,Jaylen Wells,21,MEM,SG,62,57,1618,5.5,12.3,0.446,2.6,7,0.374,2.9,5.3,0.54,0.552,2,2.4,0.824,1.5,2.9,4.4,2.3,0.8,0.1,1.3,2.5,15.5,NA
82,Yves Missi,20,NOP,C,60,54,1617,4.7,8.7,0.539,0,0,0,4.7,8.7,0.541,0.539,2.1,3.4,0.632,4.6,6.1,10.7,1.7,0.7,1.8,1.5,2.8,11.6,NA
83,Rui Hachimura,26,LAL,PF,50,50,1605,5.7,11.2,0.506,1.9,4.6,0.41,3.8,6.6,0.573,0.59,1.7,2.2,0.765,1.6,4.2,5.9,1.7,0.9,0.5,1,2,14.9,NA
84,Keyonte George,21,UTA,PG,51,32,1600,6.2,15.6,0.397,3.1,8.8,0.349,3.2,6.9,0.459,0.495,3.6,4.5,0.802,0.5,3.8,4.3,6.8,0.8,0.2,3.2,1.9,19.1,NA
85,Dennis Schröder,31,3TM,PG,57,41,1595,6.1,14.8,0.415,2.5,6.9,0.357,3.7,7.9,0.466,0.498,2.6,3.2,0.836,0.4,3,3.4,6.9,1.2,0.2,2.7,3.1,17.4,NA
85,Dennis Schröder,31,BRK,PG,23,23,772,6.9,15.2,0.452,2.7,7,0.387,4.2,8.2,0.509,0.542,3.4,3.8,0.889,0.2,3,3.2,7.1,1.2,0.2,2.8,2.6,19.8,NA
85,Dennis Schröder,31,GSW,SG,24,18,628,5.4,14.4,0.375,2.1,6.6,0.322,3.3,7.8,0.419,0.448,1.7,2.2,0.744,0.6,2.6,3.2,6,1.4,0.2,2.8,3.8,14.6,NA
85,Dennis Schröder,31,DET,PG,10,0,195,5.7,14.6,0.392,2.6,7.4,0.35,3.1,7.2,0.436,0.481,3,3.7,0.8,0.9,4.2,5.2,8.9,0.6,0.6,2.4,3,17,NA
86,Jordan Poole,25,WAS,SG,51,51,1594,7.9,18.8,0.419,4,10.8,0.37,3.9,8,0.485,0.525,4.5,5.1,0.876,0.6,3.2,3.7,5.5,1.6,0.5,3.8,3.7,24.2,NA
87,CJ McCollum,33,NOP,PG,48,48,1588,8.8,19.6,0.448,3.3,8.9,0.375,5.4,10.7,0.51,0.534,2.5,3.4,0.73,0.8,3.3,4,4.2,0.8,0.5,2,2.4,23.4,NA
88,Gradey Dick,21,TOR,SG,54,54,1587,6,14.7,0.41,2.6,7.4,0.35,3.4,7.3,0.47,0.498,3,3.5,0.858,1,3.4,4.4,2.2,1.1,0.2,1.9,2.7,17.6,NA
89,Max Christie,21,2TM,SG,59,31,1577,4.3,9.7,0.441,1.9,5.2,0.374,2.4,4.5,0.518,0.541,2.2,2.6,0.851,0.7,3.3,4,2.5,1.1,0.6,1.3,2.1,12.7,NA
89,Max Christie,21,LAL,SG,46,25,1154,4,9,0.444,1.9,5.1,0.368,2.1,3.9,0.544,0.549,2.3,2.7,0.851,0.8,3.1,3.8,2.1,1.1,0.7,1.2,2.3,12.2,NA
89,Max Christie,21,DAL,SG,13,6,423,5.1,11.7,0.435,2.1,5.4,0.391,3,6.3,0.473,0.525,2,2.3,0.852,0.5,4,4.5,3.7,1.2,0.4,1.6,1.8,14.3,NA
90,Taurean Prince,30,MIL,SF,60,53,1576,3.8,8.5,0.449,2.5,5.7,0.448,1.3,2.9,0.452,0.598,0.6,0.7,0.839,0.7,4.5,5.1,2.7,1.1,0.2,1.4,2.8,10.8,NA
91,Josh Green,24,CHO,SG,55,54,1572,3.4,7.8,0.433,1.8,4.6,0.4,1.6,3.3,0.479,0.55,0.9,1.4,0.667,1.1,2.2,3.3,1.9,1.4,0.3,1.2,3.2,9.5,NA
92,Desmond Bane,26,MEM,SG,50,49,1562,7.9,16.1,0.487,2.5,6.7,0.377,5.3,9.5,0.564,0.565,3.1,3.5,0.882,1.1,5.8,6.9,6.3,1.3,0.5,3,2.7,21.3,NA
93,Amir Coffey,27,LAC,SG,60,13,1551,4.9,10.4,0.473,2.1,5,0.412,2.9,5.4,0.53,0.573,2.5,2.8,0.908,0.7,2.7,3.4,1.6,0.8,0.2,1,2.5,14.4,NA
94,Guerschon Yabusele,29,PHI,C,58,31,1548,5.3,10.5,0.506,2,5.2,0.395,3.3,5.3,0.614,0.603,1.8,2.4,0.743,2.5,4.9,7.4,2.7,1.1,0.5,1.7,3.2,14.5,NA
95,Jalen Duren,21,DET,C,60,60,1546,6.4,9.2,0.702,0,0,NA,6.4,9.2,0.702,0.702,2.7,4,0.686,4.8,9.5,14.3,3.7,1,1.7,2.6,4.5,15.6,NA
96,Spencer Dinwiddie,31,DAL,PG,61,20,1535,4.6,11.4,0.409,1.9,5.7,0.336,2.7,5.7,0.481,0.493,3.3,4,0.808,0.3,3,3.3,5.4,1.2,0.3,1.7,2.2,14.4,NA
97,Victor Wembanyama,21,SAS,C,46,46,1527,9.6,20.2,0.476,3.3,9.5,0.352,6.3,10.7,0.586,0.559,3.7,4.5,0.836,1.9,10,11.9,4,1.2,4.1,3.5,2.5,26.3,NA
98,Norman Powell,31,LAC,SG,46,46,1520,9,18.2,0.494,3.6,8.4,0.424,5.4,9.8,0.554,0.592,4.3,5.3,0.821,0.4,3.4,3.8,2.4,1.4,0.2,2.2,2,25.9,NA
99,Russell Westbrook,36,DEN,PG,55,29,1518,6.4,13.8,0.463,1.6,4.8,0.333,4.8,9,0.532,0.521,2.5,3.9,0.636,1.8,4.7,6.5,8,1.8,0.7,4,3.3,16.8,NA
100,P.J. Washington,26,DAL,PF,47,46,1515,5.6,13,0.432,1.8,4.7,0.374,3.8,8.3,0.466,0.5,2.6,3.6,0.74,1.8,7.3,9,2.6,1.3,1.2,2.1,2.7,15.6,NA
101,Miles Bridges,26,CHO,PF,47,47,1512,8.2,19,0.433,2.5,7.8,0.319,5.8,11.3,0.511,0.498,3.7,4.3,0.867,1.3,7.4,8.7,4.2,0.8,0.7,2.4,1.7,22.7,NA
102,Andrew Wiggins,29,2TM,SF,49,49,1508,7,16.1,0.435,2.5,6.8,0.367,4.5,9.3,0.485,0.513,4.1,5.2,0.784,1.8,3.6,5.4,2.9,1.1,0.9,1.7,1.9,20.6,NA
102,Andrew Wiggins,29,GSW,SF,43,43,1296,7.2,16.3,0.444,2.6,6.9,0.379,4.6,9.4,0.491,0.524,3.9,5,0.777,1.8,3.6,5.5,2.8,1.1,0.9,1.6,1.9,21,NA
102,Andrew Wiggins,29,MIA,SF,6,6,212,5.4,14.6,0.372,1.9,6.5,0.289,3.6,8.2,0.438,0.436,5.4,6.6,0.821,1.7,3.2,4.9,3.4,1.2,1,2.7,1.7,18.2,NA
103,Klay Thompson,34,DAL,SF,55,55,1505,6.7,16.1,0.416,4.1,10.3,0.402,2.5,5.8,0.44,0.545,1.1,1.2,0.88,0.9,3.7,4.6,2.7,1.1,0.6,1.7,1.7,18.5,NA
104,Stephon Castle,20,SAS,PG,59,29,1497,6.8,16.1,0.422,1.6,5.6,0.282,5.2,10.5,0.497,0.471,3.6,5,0.718,1.3,3.1,4.4,5,1.3,0.3,2.8,2.5,18.8,NA
105,Cameron Johnson,28,BRK,PF,47,47,1493,7.1,14.9,0.475,3.4,8.4,0.398,3.7,6.5,0.574,0.587,4,4.4,0.896,1,3.7,4.7,3.4,1,0.5,1.9,2.1,21.5,NA
106,Jakob Poeltl,29,TOR,C,49,48,1485,7.3,11.9,0.612,0,0,0,7.3,11.9,0.614,0.612,2.1,3.2,0.672,4,7.7,11.7,3.3,1.4,1.5,2.2,3.9,16.7,NA
107,Corey Kispert,25,WAS,SF,56,0,1483,5.8,12.7,0.451,2.7,7.4,0.37,3,5.3,0.564,0.559,1.6,1.9,0.844,0.8,3.3,4.1,2.3,0.6,0.3,1.5,2.2,15.8,NA
108,Cason Wallace,21,OKC,SG,54,36,1482,4.2,9.2,0.454,1.4,4.1,0.335,2.8,5.1,0.55,0.529,0.5,0.6,0.833,1.4,3.2,4.6,3.2,2.3,0.6,1,3,10.2,NA
109,Kyshawn George,21,WAS,SG,55,25,1479,3.8,10.7,0.358,2.2,7.1,0.312,1.6,3.6,0.452,0.462,1.4,1.8,0.757,1,4.5,5.5,3.3,1.3,0.9,2,4,11.2,NA
110,Franz Wagner,23,ORL,SF,44,44,1476,9.8,21,0.466,2,6.5,0.306,7.8,14.6,0.538,0.513,5.1,6,0.853,1,4.8,5.9,5,1.5,0.5,2.5,2.8,26.7,NA
111,Onyeka Okongwu,24,ATL,C,56,22,1474,6.9,11.9,0.577,0.6,2.2,0.278,6.3,9.7,0.645,0.603,2.9,4,0.728,4,7.4,11.4,3,1.1,1.2,1.5,3.3,17.2,NA
